Name,Authors,Price,Image-url,Rating,NumberOfPages,Format,Publication date,Publisher,Language,ISBN10,ISBN13,Publication City,Publication Country,Width,Height,Thickness,Weight,Year,Month
Cloud Native Machine Learning,Carl Osipov,1257.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6172/9781617297762.jpg,5.0,250.0,Paperback,2021-06-29,Manning Publications,English,1617297763,9781617297762,,,,,,,2021,6
Machine Learning for Beginners,Jeff MC Frockman,537.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8010/9781801097222.jpg,,150.0,Paperback,2020-10-30,Charlie Creative Lab,English,1801097224,9781801097222,,,152.0,229.0,8.0,209.0,2020,10
"Machine Learning for Multimodal Interaction : First International Workshop, MLMI 2004, Martigny, Switzerland, June 21-23, 2004, Revised Selected Papers","Samy Bengio, Hervé Bourlard",2852.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/5402/9783540245094.jpg,,362.0,Paperback,2005-03-24,Springer,English,354024509X,9783540245094,Berlin,Germany,155.0,235.0,19.81,1170.0,2005,3
"Machine Learning for Multimodal Interaction : 5th International Workshop, MLMI 2008, Utrecht, The Netherlands, September 8-10, 2008, Proceedings","Andrei Popescu-Belis, Rainer Stiefelhagen",1797.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/5408/9783540858522.jpg,,364.0,Paperback,2008-10-01,Springer,English,3540858520,9783540858522,Berlin,Germany,155.0,235.0,22.86,581.0,2008,10
Machine Learning for Robotics,Jan Peters,1354.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6390/9783639021103.jpg,4.0,128.0,Paperback,2013-11-04,VDM Verlag Dr. Mueller e.K.,English,363902110X,9783639021103,,,152.0,229.0,7.0,181.0,2013,11
Machine Learning for Email : Spam Filtering and Priority Inbox,Drew Conway,422.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4493/9781449314309.jpg,3.44,100.0,Paperback,2011-11-25,"O'Reilly Media, Inc, USA",English,1449314309,9781449314309,Sebastopol,United States,,,,,2011,11
"Machine Learning with Scikit-Learn and Tensorflow : Deep Learning with Python (Random Forests, Decision Trees, and Neural Networks)",Emery H Maxwell,439.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0921/9781092130776.jpg,,54.0,Paperback,2019-03-29,Independently Published,English,1092130772,9781092130776,,,152.0,229.0,3.0,91.0,2019,3
Hands-On Machine Learning with IBM Watson : Leverage IBM Watson to implement machine learning techniques and algorithms using Python,James Miller,1310.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7896/9781789611854.jpg,,288.0,Paperback,2019-03-29,Packt Publishing Limited,English,1789611857,9781789611854,Birmingham,United Kingdom,75.0,93.0,15.24,498.95,2019,3
"Studyguide for an Introduction to Statistical Learning : With Applications in R by James, Gareth, ISBN 9781461471370",Cram101 Textbook Reviews,802.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4970/9781497014442.jpg,,100.0,Paperback,2014-06-18,Academic Internet Publishers,English,1497014441,9781497014442,,,,,,,2014,6
Information Theory and Statistical Learning,"Frank Emmert-Streib, Matthias Dehmer",3849.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4419/9781441946508.jpg,4.0,439.0,Paperback,2010-11-04,Springer,English,1441946500,9781441946508,"New York, NY",United States,155.0,235.0,23.11,688.0,2010,11
"Building Machine Learning Systems with Python : Explore machine learning and deep learning techniques for building intelligent systems using scikit-learn and TensorFlow, 3rd Edition","Luis Pedro Coelho, Willi Richert, Matthieu Brucher",1310.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7886/9781788623223.jpg,3.8,406.0,Paperback,2018-07-31,Packt Publishing Limited,English,1788623223,9781788623223,Birmingham,United Kingdom,75.0,93.0,21.08,694.0,2018,7
Practical Automated Machine Learning on Azure : Using Azure Machine Learning to Quickly Build AI Solutions,"Deepak Mukunthu, Parashar Shah, Wee Hyong Tok",1142.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4920/9781492055594.jpg,3.33,225.0,Paperback,2019-10-15,"O'Reilly Media, Inc, USA",English,149205559X,9781492055594,Sebastopol,United States,178.0,233.0,10.67,322.05,2019,10
Cause Effect Pairs in Machine Learning,"Isabelle Guyon, Alexander Statnikov, Berna Bakir Batu",2996.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0302/9783030218126.jpg,,372.0,Paperback,2020-11-05,Springer,English,3030218120,9783030218126,Cham,Switzerland,155.0,235.0,20.32,593.0,2020,11
Big Data Analysis with Python : Combine Spark and Python to unlock the powers of parallel computing and machine learning,"Ivan Marin, Ankit Shukla, Sarang VK",1029.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7899/9781789955286.jpg,4.5,276.0,Paperback,2019-04-10,Packt Publishing Limited,English,1789955289,9781789955286,Birmingham,United Kingdom,75.0,93.0,14.73,480.81,2019,4
"Mastering Excel VBA and Machine Learning : A Complete, Step-by-Step Guide To Learn and Master Excel VBA and Machine Learning From Scratch",Peter Bradley,1198.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0914/9781091485266.jpg,,814.0,Paperback,2019-03-28,Independently Published,English,1091485267,9781091485266,,,152.0,229.0,41.0,1066.0,2019,3
Metric Learning : A Survey,Brian Kulis,1705.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6019/9781601986962.jpg,,92.0,Paperback,2013-08-15,Now Publishers Inc,English,1601986963,9781601986962,Hanover,United States,156.0,234.0,5.0,143.0,2013,8
Determinantal Point Processes for Machine Learning,"Alex Kulesza, Ben Taskar",2596.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6019/9781601986283.jpg,4.0,178.0,Paperback,2012-12-18,Now Publishers Inc,English,1601986289,9781601986283,Hanover,United States,156.0,234.0,10.0,259.0,2012,12
A Simple Guide to Data Driven Technologies using Machine Learning and Deep Learning : Machine Learning for Business,George Pain,524.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9223/9781922300294.jpg,,76.0,Paperback,2019-07-24,George Pain,English,1922300292,9781922300294,,,148.0,210.0,4.0,100.0,2019,7
"MLOps using Azure Machine Learning : Rapidly test, build, and manage production-ready machine learning life cycles at scale",Emmanuel Raj,1257.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8005/9781800562882.jpg,,282.0,Paperback,2021-02-12,Packt Publishing Limited,,1800562888,9781800562882,Birmingham,United Kingdom,,,,,2021,2
Blueprints for Text Analytics using Python : Machine Learning Based Solutions for Common Real World (NLP) Applications,"Jens Albrecht, Sidharth Ramachandran, Christian Winkler",1409.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4920/9781492074083.jpg,5.0,350.0,Paperback,2021-01-05,"O'Reilly Media, Inc, USA",English,149207408X,9781492074083,Sebastopol,United States,178.0,233.0,25.4,680.39,2021,1
"Python Programming Notebook for Computer Programmers & Developers, Python / Data Analysis / For Kids / Machine Learning / Finance : A Notebook for Python Software developers",Enavfor Editing,286.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6552/9781655292217.jpg,,112.0,Paperback,2020-01-04,Independently Published,English,1655292218,9781655292217,,,152.0,229.0,7.0,177.0,2020,1
"Hands-On Unsupervised Learning with Python : Implement machine learning and deep learning models using Scikit-Learn, TensorFlow, and more",Giuseppe Bonaccorso,1451.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7893/9781789348279.jpg,4.0,386.0,Paperback,2019-02-28,Packt Publishing Limited,English,1789348277,9781789348279,Birmingham,United Kingdom,75.0,93.0,20.32,662.24,2019,2
"Next-Generation Machine Learning with Spark : Covers XGBoost, LightGBM, Spark NLP, Distributed Deep Learning with Keras, and More",Butch Quinto,833.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4842/9781484256688.jpg,1.0,355.0,Paperback,2020-02-23,aPress,English,1484256689,9781484256688,Berkley,United States,178.0,254.0,19.81,714.0,2020,2
"Machine Learning Beginners Guide Algorithms : Supervised & Unsupervised Learning, Decision Tree & Random Forest Introduction",William Sullivan,550.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9756/9781975632328.jpg,1.0,268.0,Paperback,2017-08-20,Createspace Independent Publishing Platform,English,197563232X,9781975632328,,,127.0,203.0,14.0,270.0,2017,8
Mastering Machine Learning for Penetration Testing : Develop an extensive skill set to break self-learning systems using Python,Chiheb Chebbi,1268.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7889/9781788997409.jpg,,276.0,Paperback,2018-06-27,Packt Publishing Limited,English,1788997409,9781788997409,Birmingham,United Kingdom,75.0,93.0,14.73,480.81,2018,6
"Studyguide for Probability for Statistics and Machine Learning : Fundamentals and Advanced Topics by DasGupta, Anirban, ISBN 9781441996336","Anirban DasGupta, Cram101 Textbook Reviews",1245.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4672/9781467262552.jpg,,388.0,Paperback,2012-07-31,CRAM101,English,1467262552,9781467262552,"Sim Valley, CA",United States,,,,,2012,7
"Studyguide for Probability for Statistics and Machine Learning : Fundamentals and Advanced Topics by DasGupta, Anirban",Cram101 Textbook Reviews,1204.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4784/9781478489658.jpg,,302.0,Paperback,2013-05-19,CRAM101,English,1478489650,9781478489658,,,210.0,279.0,16.0,685.0,2013,5
Feature Engineering Made Easy : Identify unique features from your dataset in order to build powerful machine learning systems,"Sinan Ozdemir, Divya Susarla",1310.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7872/9781787287600.jpg,4.35,316.0,Paperback,2018-01-22,Packt Publishing Limited,English,1787287602,9781787287600,Birmingham,United Kingdom,75.0,93.0,16.76,544.31,2018,1
"How to Create Machine Superintelligence : A Quick Journey through Classical/Quantum Computing, Artificial Intelligence, Machine Learning, and Neural Networks (Second Edition)",Artem Kovera,426.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9866/9781986641234.jpg,4.06,106.0,Paperback,2018-03-18,Createspace Independent Publishing Platform,English,1986641236,9781986641234,,,152.0,229.0,6.0,154.0,2018,3
"Python for Probability, Statistics, and Machine Learning",Jose Unpingco,1965.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0301/9783030185473.jpg,,384.0,Paperback,2020-08-14,Springer,English,3030185478,9783030185473,Cham,Switzerland,155.0,235.0,20.83,611.0,2020,8
"Python Machine Learning For Beginners 2021 : A Comprehensive Guide To Master the Basics of Python Programming And Understand How It Works, How Is Correlated To Artificial Intelligence And Deep Learning",Steven Williams,729.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/5771/9798577127756.jpg,,242.0,Paperback,2020-12-05,Independently Published,English,,9798577127756,,,152.0,229.0,13.0,327.0,2020,12
Mastering Machine Learning with scikit-learn -,Gavin Hackeling,1451.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7882/9781788299879.jpg,4.33,254.0,Paperback,2017-07-27,Packt Publishing Limited,English,1788299876,9781788299879,Birmingham,United Kingdom,191.0,235.0,13.46,439.98,2017,7
Step by Step Machine Sewing Basics : Learn the Beginning Basics of Sewing Including Hands-on Practice and Projects!,Dr Sharon Clay,549.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4826/9781482659405.jpg,4.75,76.0,Paperback,2013-03-04,Createspace Independent Publishing Platform,English,1482659409,9781482659405,,,150.0,221.0,10.0,159.0,2013,3
Data Science and Machine Learning with Python : Learn and Practice Series,"Swapnil Saurav, Sanjay Churiwala, Aniruddh Vaidya",721.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9788/1946/9788194633495.jpg,,386.0,Paperback,2020-12-10,Eka Publishers,English,8194633494,9788194633495,,,170.0,244.0,20.0,612.0,2020,12
Machine Learning in Medicine - Cookbook Two,"Ton J. Cleophas, Aeilko H. Zwinderman",2153.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3190/9783319074122.jpg,3.0,140.0,Paperback,2014-06-20,Springer,English,3319074121,9783319074122,Cham,Switzerland,155.0,235.0,8.38,2409.0,2014,6
Machine Learning for Red Team Hackers : Learn The Most Powerful Tools in Cybersecurity,Dr Emmanuel Tsukerman,836.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6755/9798675540396.jpg,,100.0,Paperback,2020-08-15,Independently Published,English,,9798675540396,,,152.0,229.0,7.0,195.0,2020,8
"Machine Learning - A Comprehensive, Step-by-Step Guide to Learning and Applying Advanced Concepts and Techniques in Machine Learning",Peter Bradley,542.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3938/9781393884590.jpg,,144.0,Paperback,2019-06-24,Peter Bradley,English,1393884598,9781393884590,,,140.0,216.0,9.0,191.0,2019,6
Statistical Learning from a Regression Perspective,Richard A. Berk,1953.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3198/9783319829692.jpg,,347.0,Paperback,2018-06-16,Springer,English,3319829696,9783319829692,Cham,Switzerland,155.0,235.0,19.81,575.0,2018,6
Machine Learning in Medicine - Cookbook Three,"Ton J. Cleophas, Aeilko H. Zwinderman",1687.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3191/9783319121628.jpg,2.0,131.0,Paperback,2014-12-14,Springer,English,3319121626,9783319121628,Cham,Switzerland,155.0,235.0,8.13,238.0,2014,12
Machine Learning of Robot Assembly Plans,Alberto Maria Segre,3963.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4612/9781461289548.jpg,3.0,234.0,Paperback,2011-10-05,Springer,English,1461289548,9781461289548,"New York, NY",United States,155.0,235.0,13.72,397.0,2011,10
Machine Learning for Microbial Phenotype Prediction,Roman Feldbauer,1988.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6581/9783658143183.jpg,,110.0,Paperback,2016-07-04,Springer,English,3658143185,9783658143183,Dordrecht,Netherlands,148.0,210.0,6.86,1707.0,2016,7
Machine Learning. Basisexpansion und Regularisierung,Rust Christoph,608.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6681/9783668170414.jpg,,40.0,Paperback,2016-05-08,GRIN Publishing,German,366817041X,9783668170414,,,148.0,210.0,3.0,64.0,2016,5
"Machine Learning and Knowledge Discovery in Databases : European Conference, Antwerp, Belgium, September 15-19, 2008, Proceedings, Part II","Walter Daelemans, Katharina Morik",3385.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/5408/9783540874805.jpg,4.0,698.0,Paperback,2008-10-01,Springer,English,3540874801,9783540874805,Berlin,Germany,155.0,235.0,25.4,1092.0,2008,10
"Machine Learning and Knowledge Discovery in Databases : European Conference, ECML PKDD 2010, Barcelona, Spain, September 20-24, 2010. Proceedings, Part III","José L. Balcázar, Francesco Bonchi, Aristides Gionis, Michele Sebag",3319.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6421/9783642159381.jpg,,632.0,Paperback,2010-10-03,Springer,English,3642159389,9783642159381,Berlin,Germany,,,,,2010,10
"Machine Learning and Knowledge Discovery in Databases : International Workshops of ECML PKDD 2019, Wurzburg, Germany, September 16-20, 2019, Proceedings, Part II","Peggy Cellier, Kurt Driessens",2655.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0304/9783030438869.jpg,,745.0,Paperback,2020-03-28,Springer,English,3030438864,9783030438869,Cham,Switzerland,155.0,235.0,38.86,1157.0,2020,3
"Machine Learning and Knowledge Discovery in Databases : European Conference, ECML PKDD 2019, Wurzburg, Germany, September 16-20, 2019, Proceedings, Part III","Ulf Brefeld, Elisa Fromont, Andreas Hotho, Arno Knobbe, Marloes Maathuis, Celine Robardet",2624.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0304/9783030461324.jpg,,804.0,Paperback,2020-05-01,Springer,English,3030461327,9783030461324,Cham,Switzerland,155.0,235.0,41.91,1252.0,2020,5
Artificial Intelligence and Machine Learning for Business : The Ultimate Guide to Use Data Science for Business Through Applied Artificial Intelligence. Includes Big Data and Data Mining for Business,Oliver Tensor,471.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9142/9781914284038.jpg,,122.0,Paperback,2020-12-23,Smart Online Ltd,English,1914284038,9781914284038,,,,,,,2020,12
"Machine Learning and Knowledge Discovery in Databases : European Conference, ECML PKDD 2020, Ghent, Belgium, September 14-18, 2020, Proceedings, Part I","Tijl De Bie, Frank Hutter, Kristian Kersting, Jefrey Lijffijt, Isabel Valera",3017.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0306/9783030676575.jpg,,,Paperback,2021-05-02,Springer,English,3030676579,9783030676575,Cham,Switzerland,,,,,2021,5
Machine Learning in Translation Corpora Processing,Krzysztof Wolk,1382.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3677/9780367780203.jpg,,264.0,Paperback,2021-03-31,Taylor & Francis,English,0367780208,9780367780203,London,United Kingdom,,,,,2021,3
"Machine Learning for Computer and Cyber Security : Principle, Algorithms, and Practices","Brij B. Gupta, Quan Z. Sheng",1382.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3677/9780367780272.jpg,,352.0,Paperback,2021-03-31,Taylor & Francis,English,0367780275,9780367780272,London,United Kingdom,,,,,2021,3
Machine Learning Methods in the Environmental Sciences : Neural Networks and Kernels,William W. Hsieh,1311.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1084/9781108456906.jpg,4.0,363.0,Paperback,2018-03-01,CAMBRIDGE UNIVERSITY PRESS,English,1108456901,9781108456906,Cambridge,United Kingdom,170.0,245.0,20.0,640.0,2018,3
Application of Machine Learning- Classification of Students,Vrushali Sungar,1582.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9786/2020/9786202073226.jpg,,136.0,Paperback,2018-04-03,LAP Lambert Academic Publishing,English,,9786202073226,,,,,,,2018,4
Advances in Machine Learning and Signal Processing : Proceedings of MALSIP 2015,"Ping Jack Soh, Wai Lok Woo, Hamzah Asyrani Sulaiman, Mohd Azlishah Othman, Mohd Shakir Saat",6406.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/3198/9783319812250.jpg,,312.0,Paperback,2018-05-31,Springer,English,3319812254,9783319812250,Cham,Switzerland,155.0,235.0,17.27,498.0,2018,5
Machine Learning for Model Order Reduction,Khaled Salah Mohamed,3895.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0300/9783030093075.jpg,,93.0,Paperback,2019-01-04,Springer,English,3030093077,9783030093075,Cham,Switzerland,155.0,235.0,5.59,180.0,2019,1
"Cyber Security Cryptography and Machine Learning : Third International Symposium, CSCML 2019, Beer-Sheva, Israel, June 27-28, 2019, Proceedings","Shlomi Dolev, Danny Hendler, Sachin Lodha, Moti Yung",1645.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0302/9783030209506.jpg,,330.0,Paperback,2019-05-19,Springer,English,3030209504,9783030209506,Cham,Switzerland,155.0,235.0,18.29,528.0,2019,5
"Data Analytics, Bioinformatics, and Machine Learning",Stephen Winters-Hilt,2082.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5782/9780578223025.jpg,,556.0,Paperback,2019-07-11,Golden Tao Publishing,English,0578223023,9780578223025,,,210.0,279.0,29.0,1234.0,2019,7
Python: Real World Machine Learning,"Prateek Joshi, John Hearty, Bastiaan Sjardin, Luca Massaron, Alberto Boschetti",2517.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7871/9781787123212.jpg,3.0,956.0,Paperback,2017-06-16,Packt Publishing Limited,English,1787123219,9781787123212,Birmingham,United Kingdom,191.0,235.0,47.75,1605.72,2017,6
R: Unleash Machine Learning Techniques,"Raghav Bali, Dipanjan Sarkar, Brett Lantz, Cory Lesmeister",3128.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7871/9781787127340.jpg,5.0,1140.0,Paperback,2017-06-19,Packt Publishing Limited,English,1787127346,9781787127340,Birmingham,United Kingdom,191.0,235.0,56.64,1914.16,2017,6
"Cyber Security Cryptography and Machine Learning : First International Conference, CSCML 2017, Beer-Sheva, Israel, June 29-30, 2017, Proceedings","Shlomi Dolev, Sachin Lodha",2367.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3196/9783319600796.jpg,,307.0,Paperback,2017-07-01,Springer,English,3319600796,9783319600796,Cham,Switzerland,155.0,235.0,17.02,4861.0,2017,7
"Machine Learning and Knowledge Discovery in Databases : European Conference, ECML PKDD 2018, Dublin, Ireland, September 10-14, 2018, Proceedings, Part I","Michele Berlingerio, Francesco Bonchi, Thomas Gärtner, Neil Hurley, Georgiana Ifrim",2957.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0301/9783030109240.jpg,,740.0,Paperback,2019-01-18,Springer,English,3030109240,9783030109240,Cham,Switzerland,155.0,235.0,39.37,1175.0,2019,1
"Machine Learning and Knowledge Discovery in Databases : European Conference, ECML PKDD 2018, Dublin, Ireland, September 10-14, 2018, Proceedings, Part II","Michele Berlingerio, Francesco Bonchi, Thomas Gärtner, Neil Hurley, Georgiana Ifrim",3597.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0301/9783030109271.jpg,,866.0,Paperback,2019-02-15,Springer,English,3030109275,9783030109271,Cham,Switzerland,155.0,235.0,44.96,1347.0,2019,2
Visual Knowledge Discovery and Machine Learning,Boris Kovalerchuk,3658.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3198/9783319892306.jpg,,317.0,Paperback,2019-06-04,Springer,English,3319892304,9783319892306,Cham,Switzerland,155.0,235.0,18.03,522.0,2019,6
Machine Learning for Cyber Physical Systems : Selected papers from the International Conference ML4CPS 2017,"Jürgen Beyerer, Alexander Maier, Oliver Niggemann",1656.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6625/9783662590836.jpg,,87.0,Paperback,2019-04-10,Springer,English,3662590832,9783662590836,Weisbaden,Germany,168.0,240.0,5.08,180.0,2019,4
Data Management in Machine Learning Systems,"Matthias Boehm, Arun Kumar, Jun Yang, H.V. Jagadish",2012.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6817/9781681734965.jpg,,173.0,Paperback,2019-02-28,Morgan & Claypool Publishers,English,1681734966,9781681734965,San Rafael,United States,190.0,235.0,9.4,308.44,2019,2
ABCs of Machine Learning (Tinker Toddlers),Dr Dhoot,323.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9504/9781950491988.jpg,4.5,36.0,Paperback,2019-03-10,Tinker Toddlers,English,1950491986,9781950491988,,,216.0,216.0,2.0,109.0,2019,3
"Practical Artificial Intelligence : Machine Learning, Bots, and Agent Solutions Using C#",Arnaldo Perez Castaño,1519.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4842/9781484233566.jpg,3.67,690.0,Paperback,2018-07-12,aPress,English,1484233565,9781484233566,Berkley,United States,155.0,235.0,36.32,1074.0,2018,7
"Nature-Inspired Computation and Machine Learning : 13th Mexican International Conference on Artificial Intelligence, MICAI2014, Tuxtla Gutierrez, Mexico, November 16-22, 2014. Proceedings, Part II","Alexander Gelbukh, Félix Castro Espinoza, Sofía N. Galicia-haro",2976.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3191/9783319136493.jpg,,522.0,Paperback,2014-11-20,Springer,English,3319136496,9783319136493,Cham,Switzerland,155.0,235.0,28.45,8248.0,2014,11
"Advanced Machine Learning Technologies and Applications : Second International Conference, AMLTA 2014, Cairo, Egypt, November 28-30, 2014. Proceedings","Aboul Ella Hassanien, Mohamed Tolba, Ahmad Taher Azar",2924.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3191/9783319134604.jpg,,542.0,Paperback,2014-11-07,Springer,English,3319134604,9783319134604,Cham,Switzerland,155.0,235.0,28.96,8365.0,2014,11
Apache Spark Machine Learning Blueprints,Alex Liu,1029.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7858/9781785880391.jpg,3.0,252.0,Paperback,2016-01-29,Packt Publishing Limited,English,178588039X,9781785880391,Birmingham,United Kingdom,191.0,235.0,13.46,439.98,2016,1
"Machine Learning and Knowledge Discovery in Databases : European Conference, ECML PKDD 2016, Riva del Garda, Italy, September 19-23, 2016, Proceedings, Part I","Paolo Frasconi, Niels Landwehr, Giuseppe Manco, Jilles Vreeken",2679.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3194/9783319461274.jpg,,817.0,Paperback,2016-09-04,Springer,English,3319461273,9783319461274,Cham,Switzerland,155.0,235.0,43.18,1174.8,2016,9
"Machine Learning and Knowledge Discovery in Databases : European Conference, ECML PKDD 2015, Porto, Portugal, September 7-11, 2015, Proceedings, Part I","Annalisa Appice, Pedro Pereira Rodrigues, Vitor Santos Costa, Carlos Soares, Joao Gama, Alipio Jorge",2749.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3192/9783319235271.jpg,,709.0,Paperback,2015-09-12,Springer,English,3319235273,9783319235271,Cham,Switzerland,155.0,235.0,38.86,1056.87,2015,9
Machine Learning for Cyber Physical Systems : Selected papers from the International Conference ML4CPS 2015,"Oliver Niggemann, Jürgen Beyerer",4585.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6624/9783662488362.jpg,,121.0,Paperback,2016-02-20,Springer,English,3662488361,9783662488362,Weisbaden,Germany,168.0,240.0,6.86,2278.0,2016,2
"Machine Learning, Optimization, and Big Data : First International Workshop, MOD 2015, Taormina, Sicily, Italy, July 21-23, 2015, Revised Selected Papers","Panos Pardalos, Mario Pavone, Giovanni Maria Farinella, Vincenzo Cutello",2519.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3192/9783319279251.jpg,,372.0,Paperback,2016-01-06,Springer,English,3319279254,9783319279251,Cham,Switzerland,155.0,235.0,20.32,5854.0,2016,1
"Machine Learning for Medical Image Reconstruction : Second International Workshop, MLMIR 2019, Held in Conjunction with MICCAI 2019, Shenzhen, China, October 17, 2019, Proceedings","Florian Knoll, Andreas Maier, Daniel Rueckert, Jong Chul Ye",1342.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0303/9783030338428.jpg,,266.0,Paperback,2019-12-23,Springer,English,3030338428,9783030338428,Cham,Switzerland,155.0,235.0,14.73,427.0,2019,12
